,Reward,Feedback
165,200.0,94
166,161.0,73
167,168.0,74
168,190.0,88
169,159.0,78
170,180.0,95
171,157.0,75
172,172.0,85
173,200.0,94
174,200.0,90
175,154.0,75
176,200.0,87
177,169.0,77
178,151.0,69
179,121.0,61
180,200.0,88
181,200.0,107
182,144.0,69
183,197.0,81
184,200.0,85
185,200.0,97
186,118.0,68
187,178.0,88
188,134.0,58
189,160.0,83
190,114.0,46
191,108.0,46
192,139.0,74
193,170.0,78
194,162.0,73
195,200.0,91
196,200.0,94
197,200.0,97
198,200.0,85
199,200.0,92
200,200.0,103
201,182.0,97
202,200.0,92
203,200.0,101
204,200.0,99
205,184.0,88
206,200.0,92
207,200.0,84
208,193.0,75
209,200.0,92
210,144.0,70
211,200.0,96
212,200.0,105
213,196.0,96
214,156.0,63
215,200.0,81
216,200.0,94
217,200.0,63
218,158.0,67
219,200.0,46
220,181.0,87
221,188.0,86
222,182.0,85
223,200.0,91
224,200.0,102
225,200.0,85
226,200.0,100
227,200.0,94
228,200.0,102
229,133.0,61
230,171.0,77
231,200.0,97
232,200.0,84
233,200.0,85
234,200.0,94
235,200.0,102
236,200.0,92
237,200.0,104
238,200.0,104
239,200.0,94
240,200.0,96
241,200.0,101
242,200.0,85
243,200.0,97
244,159.0,74
245,200.0,96
246,200.0,99
247,200.0,92
248,139.0,60
249,200.0,93
250,200.0,98
251,126.0,59
252,158.0,78
253,134.0,62
254,152.0,73
255,195.0,98
256,178.0,84
257,160.0,80
258,124.0,54
259,200.0,101
260,200.0,95
261,188.0,86
262,176.0,88
263,167.0,77
264,167.0,71
265,200.0,95
266,124.0,49
267,170.0,75
268,140.0,73
269,159.0,77
270,148.0,68
271,162.0,81
272,120.0,58
273,200.0,105
274,200.0,89
275,200.0,96
276,200.0,99
277,200.0,100
278,200.0,88
279,200.0,94
280,149.0,72
281,141.0,67
282,200.0,83
283,200.0,98
284,131.0,67
285,179.0,89
286,159.0,68
287,200.0,94
288,200.0,95
289,200.0,77
290,200.0,89
291,200.0,103
292,166.0,82
293,200.0,103
294,200.0,92
295,200.0,77
296,200.0,85
297,129.0,82
298,200.0,91
299,200.0,84
300,152.0,62
301,134.0,58
302,146.0,75
303,200.0,83
304,167.0,69
305,200.0,83
306,200.0,96
307,200.0,87
308,200.0,101
309,200.0,100
310,174.0,81
311,200.0,100
312,200.0,95
313,145.0,75
314,200.0,101
315,160.0,77
316,200.0,109
317,196.0,85
318,200.0,95
319,144.0,65
320,110.0,47
321,190.0,94
322,200.0,92
323,200.0,99
324,200.0,73
325,200.0,78
326,200.0,69
327,145.0,64
328,200.0,94
329,200.0,84
330,200.0,93
331,200.0,92
332,200.0,98
333,200.0,94
334,200.0,102
335,200.0,100
336,200.0,86
337,200.0,102
338,176.0,86
339,200.0,90
340,200.0,102
341,200.0,104
342,200.0,105
343,200.0,96
344,200.0,102
345,130.0,53
346,155.0,84
347,195.0,97
348,200.0,50
349,200.0,60
350,200.0,93
351,133.0,71
352,200.0,93
353,200.0,91
354,200.0,97
355,165.0,80
356,182.0,75
357,200.0,54
358,166.0,75
359,200.0,97
360,178.0,83
361,186.0,94
362,200.0,80
363,200.0,74
364,200.0,66
365,109.0,54
366,143.0,71
367,200.0,98
368,200.0,97
369,200.0,97
370,200.0,102
371,200.0,61
372,200.0,85
373,200.0,84
374,200.0,94
375,200.0,97
376,200.0,87
377,200.0,91
378,200.0,104
379,200.0,92
380,173.0,79
381,200.0,96
382,200.0,97
383,191.0,80
384,200.0,98
385,183.0,93
386,200.0,113
387,200.0,109
388,179.0,80
389,200.0,89
390,200.0,98
391,200.0,95
392,165.0,80
393,200.0,95
394,163.0,79
395,200.0,90
396,149.0,76
397,200.0,63
398,200.0,90
399,169.0,71
400,200.0,58
401,200.0,94
402,167.0,76
403,200.0,100
404,154.0,72
405,200.0,106
406,182.0,82
407,200.0,98
408,200.0,96
409,200.0,94
410,200.0,102
411,200.0,111
412,200.0,86
413,200.0,101
414,200.0,97
415,200.0,95
416,200.0,102
417,200.0,92
418,200.0,103
419,182.0,76
420,191.0,91
421,200.0,99
422,200.0,101
423,200.0,101
424,200.0,76
425,200.0,103
426,200.0,53
427,200.0,92
428,200.0,92
429,200.0,97
430,200.0,91
431,200.0,90
432,200.0,104
433,200.0,101
434,200.0,87
435,200.0,90
436,200.0,88
437,200.0,76
438,200.0,97
439,179.0,88
440,194.0,97
441,200.0,86
442,200.0,99
443,200.0,95
444,200.0,103
445,200.0,95
446,200.0,90
447,200.0,94
448,200.0,86
449,187.0,96
450,200.0,86
451,181.0,84
452,200.0,103
453,200.0,94
454,200.0,104
455,165.0,88
456,200.0,95
457,200.0,100
458,200.0,92
459,200.0,98
460,200.0,83
461,178.0,85
462,200.0,94
463,200.0,93
464,200.0,97
465,200.0,92
466,200.0,77
467,200.0,88
468,196.0,94
469,200.0,95
470,185.0,91
471,200.0,77
472,200.0,89
473,200.0,50
474,200.0,90
475,200.0,90
476,200.0,91
477,176.0,93
478,163.0,80
479,200.0,88
480,200.0,88
481,157.0,79
482,200.0,99
483,156.0,65
484,200.0,102
485,200.0,94
486,200.0,97
487,165.0,84
488,200.0,100
489,177.0,89
490,200.0,99
491,200.0,88
492,200.0,89
493,200.0,102
494,200.0,88
495,200.0,98
496,200.0,101
497,200.0,77
498,200.0,106
499,200.0,102
