,Reward,Feedback
182,136.0,25
183,89.0,19
184,98.0,16
185,86.0,24
186,144.0,40
187,104.0,18
188,65.0,10
189,66.0,16
190,142.0,34
191,83.0,22
192,69.0,18
193,152.0,37
194,198.0,45
195,86.0,21
196,60.0,15
197,165.0,37
198,156.0,40
199,58.0,14
200,139.0,39
201,187.0,37
202,167.0,50
203,107.0,23
204,66.0,22
205,100.0,27
206,186.0,40
207,94.0,20
208,166.0,37
209,116.0,19
210,153.0,35
211,130.0,30
212,61.0,14
213,90.0,21
214,96.0,20
215,68.0,18
216,126.0,42
217,160.0,39
218,102.0,23
219,140.0,39
220,200.0,44
221,152.0,35
222,200.0,45
223,118.0,25
224,158.0,33
225,92.0,25
226,107.0,23
227,89.0,19
228,144.0,33
229,115.0,25
230,86.0,25
231,90.0,18
232,145.0,30
233,62.0,14
234,76.0,15
235,71.0,16
236,147.0,32
237,153.0,38
238,84.0,16
239,131.0,27
240,139.0,30
241,68.0,16
242,138.0,34
243,162.0,38
244,135.0,30
245,162.0,38
246,186.0,49
247,169.0,46
248,102.0,33
249,161.0,32
250,146.0,33
251,114.0,29
252,200.0,45
253,193.0,43
254,77.0,16
255,171.0,34
256,156.0,33
257,148.0,41
258,13.0,6
259,171.0,50
260,173.0,46
261,164.0,40
262,191.0,42
263,141.0,30
264,121.0,29
265,185.0,41
266,78.0,15
267,136.0,29
268,185.0,51
269,172.0,38
270,195.0,47
271,200.0,46
272,186.0,51
273,191.0,45
274,200.0,50
275,180.0,33
276,143.0,36
277,122.0,27
278,200.0,47
279,200.0,52
280,186.0,53
281,156.0,42
282,190.0,49
283,146.0,36
284,118.0,25
285,181.0,44
286,110.0,27
287,200.0,40
288,107.0,20
289,200.0,45
290,200.0,46
291,100.0,26
292,166.0,47
293,46.0,16
294,121.0,27
295,200.0,37
296,161.0,41
297,181.0,37
298,160.0,41
299,141.0,32
300,188.0,59
301,153.0,43
302,200.0,48
303,62.0,18
304,179.0,44
305,200.0,40
306,200.0,45
307,169.0,41
308,169.0,34
309,167.0,38
310,195.0,47
311,200.0,48
312,200.0,38
313,117.0,35
314,200.0,46
315,200.0,44
316,200.0,45
317,192.0,46
318,200.0,48
319,143.0,33
320,166.0,37
321,166.0,33
322,178.0,37
323,185.0,48
324,155.0,43
325,200.0,40
326,193.0,42
327,180.0,28
328,200.0,42
329,200.0,52
330,199.0,47
331,200.0,47
332,134.0,32
333,138.0,34
334,158.0,33
335,144.0,27
336,200.0,48
337,89.0,16
338,85.0,20
339,200.0,41
340,123.0,27
341,179.0,39
342,98.0,22
343,200.0,53
344,112.0,32
345,112.0,36
346,162.0,35
347,180.0,37
348,173.0,40
349,155.0,35
350,159.0,47
351,192.0,37
352,165.0,48
353,154.0,43
354,187.0,42
355,200.0,40
356,200.0,46
357,151.0,43
358,200.0,43
359,200.0,62
360,122.0,23
361,176.0,45
362,175.0,41
363,146.0,32
364,200.0,49
365,154.0,39
366,128.0,32
367,200.0,44
368,200.0,42
369,178.0,46
370,149.0,43
371,156.0,43
372,200.0,45
373,200.0,49
374,129.0,34
375,193.0,43
376,200.0,46
377,101.0,23
378,147.0,29
379,200.0,40
380,150.0,39
381,200.0,53
382,200.0,41
383,200.0,52
384,189.0,46
385,42.0,16
386,166.0,43
387,118.0,23
388,200.0,43
389,88.0,20
390,132.0,31
391,200.0,53
392,129.0,32
393,198.0,40
394,91.0,16
395,152.0,35
396,140.0,20
397,195.0,46
398,174.0,43
399,200.0,46
400,187.0,47
401,192.0,44
402,200.0,46
403,200.0,40
404,141.0,35
405,118.0,35
406,101.0,24
407,200.0,49
408,162.0,43
409,179.0,50
410,200.0,43
411,131.0,32
412,113.0,26
413,200.0,54
414,109.0,28
415,80.0,21
416,163.0,34
417,109.0,38
418,140.0,27
419,111.0,34
420,182.0,48
421,98.0,25
422,188.0,37
423,118.0,27
424,200.0,45
425,172.0,40
426,137.0,33
427,200.0,44
428,128.0,25
429,181.0,42
430,150.0,33
431,200.0,52
432,185.0,33
433,173.0,38
434,200.0,49
435,117.0,28
436,200.0,45
437,149.0,36
438,179.0,48
439,109.0,23
440,149.0,36
441,168.0,47
442,178.0,36
443,151.0,28
444,120.0,30
445,140.0,36
446,165.0,38
447,187.0,40
448,183.0,45
449,200.0,46
450,164.0,37
451,200.0,51
452,183.0,49
453,178.0,44
454,200.0,44
455,200.0,52
456,200.0,43
457,100.0,21
458,172.0,46
459,197.0,43
460,196.0,45
461,200.0,37
462,176.0,34
463,156.0,34
464,179.0,42
465,200.0,41
466,149.0,38
467,139.0,30
468,123.0,26
469,120.0,25
470,138.0,34
471,178.0,41
472,172.0,38
473,134.0,35
474,200.0,48
475,93.0,24
476,200.0,50
477,168.0,36
478,137.0,40
479,200.0,49
480,136.0,33
481,200.0,46
482,187.0,46
483,184.0,44
484,110.0,26
485,158.0,38
486,149.0,37
487,182.0,44
488,200.0,52
489,200.0,49
490,170.0,34
491,200.0,46
492,176.0,43
493,200.0,46
494,197.0,41
495,195.0,45
496,114.0,20
497,158.0,34
498,137.0,32
499,76.0,21
