,Reward,Feedback
375,200.0,93
376,200.0,84
377,200.0,85
378,200.0,90
379,200.0,90
380,200.0,95
381,200.0,105
382,200.0,89
383,200.0,105
384,200.0,99
385,152.0,71
386,200.0,100
387,200.0,89
388,200.0,97
389,200.0,94
390,200.0,99
391,134.0,78
392,151.0,56
393,200.0,82
394,200.0,92
395,200.0,102
396,200.0,101
397,200.0,99
398,200.0,112
399,200.0,85
400,200.0,99
401,200.0,95
402,200.0,103
403,200.0,94
404,166.0,83
405,200.0,91
406,200.0,96
407,157.0,70
408,200.0,95
409,200.0,104
410,200.0,89
411,200.0,99
412,200.0,99
413,199.0,101
414,200.0,93
415,200.0,90
416,200.0,104
417,200.0,101
418,200.0,93
419,200.0,103
420,140.0,70
421,200.0,100
422,200.0,101
423,200.0,109
424,200.0,99
425,200.0,109
426,168.0,76
427,185.0,87
428,200.0,104
429,200.0,98
430,177.0,88
431,151.0,64
432,200.0,94
433,200.0,95
434,200.0,91
435,116.0,58
436,200.0,104
437,200.0,101
438,184.0,85
439,200.0,89
440,200.0,108
441,200.0,93
442,200.0,94
443,200.0,100
444,192.0,84
445,200.0,91
446,200.0,101
447,200.0,90
448,200.0,87
449,200.0,113
450,200.0,95
451,167.0,73
452,173.0,87
453,200.0,103
454,200.0,97
455,200.0,105
456,185.0,86
457,200.0,97
458,200.0,100
459,176.0,85
460,200.0,111
461,200.0,107
462,192.0,92
463,200.0,108
464,200.0,101
465,200.0,94
466,195.0,84
467,200.0,102
468,200.0,105
469,200.0,104
470,186.0,85
471,200.0,90
472,200.0,101
473,200.0,91
474,200.0,99
475,200.0,96
476,200.0,94
477,200.0,93
478,200.0,113
479,184.0,81
480,200.0,93
481,200.0,103
482,200.0,100
483,200.0,107
484,200.0,96
485,200.0,101
486,200.0,96
487,200.0,91
488,194.0,87
489,200.0,94
490,182.0,84
491,200.0,96
492,200.0,88
493,200.0,98
494,200.0,95
495,200.0,97
496,200.0,106
497,200.0,105
498,192.0,88
499,200.0,90
