,Reward,Feedback
378,200.0,46
379,200.0,41
380,79.0,21
381,200.0,54
382,200.0,35
383,200.0,48
384,200.0,61
385,173.0,41
386,200.0,43
387,200.0,56
388,200.0,38
389,200.0,50
390,183.0,44
391,200.0,46
392,200.0,50
393,200.0,53
394,200.0,51
395,178.0,36
396,134.0,34
397,200.0,49
398,197.0,52
399,200.0,46
400,200.0,49
401,200.0,48
402,200.0,51
403,200.0,44
404,184.0,46
405,200.0,43
406,200.0,51
407,157.0,48
408,117.0,31
409,85.0,24
410,200.0,41
411,200.0,45
412,188.0,39
413,117.0,29
414,200.0,37
415,179.0,44
416,200.0,47
417,200.0,55
418,200.0,48
419,200.0,40
420,157.0,37
421,200.0,53
422,200.0,47
423,200.0,46
424,200.0,44
425,200.0,47
426,200.0,54
427,184.0,46
428,200.0,59
429,200.0,45
430,200.0,48
431,200.0,53
432,188.0,47
433,200.0,51
434,200.0,42
435,168.0,41
436,200.0,51
437,200.0,42
438,189.0,42
439,160.0,38
440,200.0,61
441,167.0,36
442,200.0,51
443,200.0,48
444,200.0,44
445,200.0,46
446,200.0,41
447,173.0,43
448,193.0,42
449,200.0,49
450,200.0,42
451,162.0,34
452,171.0,45
453,161.0,35
454,164.0,26
455,200.0,54
456,177.0,37
457,191.0,40
458,200.0,57
459,200.0,51
460,200.0,46
461,200.0,51
462,200.0,54
463,200.0,52
464,200.0,49
465,200.0,53
466,179.0,39
467,200.0,56
468,200.0,53
469,200.0,47
470,200.0,45
471,200.0,53
472,200.0,47
473,200.0,60
474,180.0,36
475,199.0,45
476,200.0,47
477,200.0,43
478,200.0,55
479,200.0,41
480,200.0,43
481,200.0,42
482,200.0,43
483,200.0,40
484,200.0,43
485,200.0,45
486,200.0,44
487,176.0,42
488,200.0,42
489,200.0,58
490,200.0,45
491,200.0,48
492,200.0,42
493,200.0,41
494,200.0,45
495,200.0,40
496,200.0,52
497,200.0,43
498,200.0,39
499,200.0,47
