,Reward,Feedback
129,162.0,80
130,200.0,100
131,200.0,92
132,200.0,87
133,200.0,84
134,200.0,85
135,200.0,98
136,200.0,108
137,200.0,103
138,200.0,102
139,200.0,87
140,200.0,105
141,152.0,67
142,200.0,91
143,200.0,87
144,200.0,97
145,181.0,94
146,200.0,79
147,187.0,84
148,200.0,96
149,200.0,100
150,200.0,98
151,200.0,86
152,200.0,97
153,200.0,87
154,200.0,103
155,200.0,87
156,200.0,101
157,200.0,96
158,200.0,88
159,200.0,92
160,200.0,101
161,200.0,81
162,200.0,83
163,200.0,96
164,200.0,97
165,200.0,95
166,187.0,94
167,200.0,85
168,200.0,98
169,200.0,92
170,200.0,88
171,200.0,96
172,154.0,77
173,200.0,105
174,200.0,85
175,200.0,94
176,200.0,95
177,200.0,92
178,200.0,91
179,166.0,85
180,200.0,105
181,200.0,84
182,200.0,92
183,200.0,95
184,200.0,101
185,200.0,104
186,200.0,101
187,200.0,101
188,200.0,103
189,200.0,93
190,200.0,84
191,200.0,90
192,200.0,81
193,200.0,90
194,200.0,105
195,200.0,91
196,200.0,107
197,200.0,94
198,200.0,102
199,200.0,98
200,200.0,90
201,200.0,96
202,200.0,95
203,200.0,90
204,200.0,85
205,200.0,101
206,200.0,92
207,200.0,91
208,200.0,94
209,200.0,87
210,200.0,90
211,200.0,95
212,200.0,102
213,200.0,93
214,200.0,96
215,200.0,96
216,200.0,77
217,200.0,102
218,200.0,91
219,200.0,96
220,200.0,99
221,200.0,89
222,200.0,95
223,200.0,91
224,200.0,96
225,200.0,91
226,200.0,103
227,200.0,95
228,199.0,92
229,200.0,99
230,200.0,102
231,200.0,91
232,200.0,84
233,200.0,83
234,200.0,95
235,200.0,94
236,200.0,104
237,200.0,87
238,200.0,86
239,175.0,81
240,175.0,87
241,200.0,103
242,200.0,101
243,183.0,96
244,193.0,100
245,200.0,87
246,200.0,97
247,140.0,66
248,200.0,99
249,200.0,89
250,200.0,98
251,197.0,91
252,200.0,97
253,200.0,100
254,200.0,81
255,200.0,93
256,200.0,105
257,200.0,105
258,200.0,99
259,200.0,86
260,191.0,95
261,200.0,91
262,200.0,92
263,200.0,94
264,200.0,98
265,200.0,107
266,148.0,70
267,185.0,89
268,200.0,84
269,200.0,104
270,200.0,104
271,163.0,78
272,200.0,102
273,200.0,89
274,200.0,97
275,200.0,101
276,200.0,94
277,200.0,112
278,200.0,93
279,200.0,92
280,200.0,107
281,200.0,88
282,200.0,100
283,183.0,87
284,200.0,107
285,200.0,90
286,200.0,82
287,200.0,96
288,200.0,82
289,200.0,92
290,200.0,90
291,200.0,92
292,200.0,103
293,200.0,82
294,200.0,97
295,200.0,99
296,200.0,100
297,200.0,96
298,200.0,106
299,200.0,96
300,195.0,84
301,200.0,90
302,200.0,102
303,200.0,86
304,200.0,105
305,174.0,78
306,200.0,90
307,200.0,90
308,200.0,100
309,200.0,93
310,200.0,106
311,180.0,80
312,200.0,96
313,200.0,101
314,200.0,105
315,200.0,95
316,200.0,105
317,200.0,89
318,200.0,110
319,200.0,87
320,200.0,103
321,200.0,101
322,200.0,101
323,200.0,94
324,200.0,108
325,200.0,90
326,200.0,91
327,189.0,82
328,200.0,87
329,186.0,89
330,200.0,81
331,200.0,101
332,200.0,94
333,200.0,100
334,200.0,88
335,190.0,91
336,200.0,86
337,200.0,91
338,200.0,104
339,167.0,70
340,200.0,97
341,200.0,106
342,200.0,95
343,200.0,89
344,163.0,72
345,200.0,95
346,200.0,92
347,200.0,88
348,200.0,92
349,200.0,87
350,200.0,109
351,200.0,91
352,200.0,95
353,200.0,90
354,200.0,94
355,200.0,85
356,200.0,89
357,200.0,91
358,200.0,87
359,200.0,109
360,200.0,97
361,200.0,94
362,200.0,95
363,200.0,101
364,200.0,87
365,200.0,90
366,200.0,104
367,200.0,85
368,200.0,90
369,200.0,92
370,200.0,96
371,200.0,97
372,200.0,104
373,200.0,97
374,200.0,93
375,200.0,83
376,200.0,80
377,200.0,96
378,200.0,97
379,200.0,83
380,200.0,102
381,200.0,106
382,200.0,106
383,200.0,76
384,200.0,100
385,200.0,90
386,200.0,103
387,200.0,99
388,200.0,89
389,200.0,87
390,200.0,96
391,200.0,89
392,200.0,104
393,200.0,89
394,200.0,87
395,200.0,102
396,200.0,90
397,200.0,96
398,200.0,106
399,141.0,57
400,184.0,91
401,200.0,88
402,200.0,91
403,200.0,109
404,200.0,92
405,200.0,90
406,200.0,103
407,200.0,96
408,200.0,103
409,200.0,100
410,200.0,102
411,200.0,95
412,200.0,80
413,200.0,91
414,200.0,72
415,200.0,88
416,200.0,90
417,200.0,104
418,200.0,93
419,200.0,100
420,200.0,88
421,200.0,98
422,200.0,91
423,200.0,104
424,200.0,100
425,200.0,114
426,200.0,89
427,200.0,96
428,200.0,93
429,200.0,98
430,200.0,107
431,200.0,81
432,200.0,93
433,200.0,114
434,200.0,90
435,200.0,92
436,200.0,94
437,200.0,94
438,200.0,94
439,200.0,98
440,200.0,86
441,200.0,101
442,200.0,89
443,200.0,96
444,200.0,86
445,200.0,108
446,200.0,88
447,200.0,96
448,200.0,101
449,200.0,77
450,200.0,98
451,200.0,99
452,200.0,76
453,200.0,85
454,200.0,87
455,200.0,84
456,200.0,94
457,200.0,89
458,200.0,94
459,200.0,90
460,200.0,91
461,200.0,103
462,200.0,91
463,200.0,85
464,200.0,106
465,200.0,94
466,200.0,99
467,200.0,89
468,200.0,95
469,200.0,90
470,200.0,107
471,200.0,90
472,200.0,95
473,200.0,97
474,200.0,79
475,200.0,87
476,200.0,101
477,200.0,94
478,200.0,87
479,200.0,90
480,200.0,112
481,200.0,99
482,200.0,101
483,200.0,89
484,200.0,88
485,200.0,98
486,200.0,93
487,200.0,92
488,200.0,91
489,200.0,90
490,140.0,71
491,200.0,108
492,200.0,91
493,200.0,86
494,200.0,93
495,200.0,92
496,200.0,103
497,198.0,111
498,200.0,103
499,200.0,107
